cik,sic,sic1,sic2,sic3
65358,7011,7,70,701
65433,6726,6,67,672
65596,6211,6,62,621
65637,6020,6,60,602
65660,6020,6,60,602
65705,2750,2,27,275
65743,3663,3,36,366
65745,3576,3,35,357
65770,3679,3,36,367
65771,3679,3,36,367
65781,3663,3,36,366
65820,4213,4,42,421
65873,4812,4,48,481
65984,4911,4,49,491
66004,4941,4,49,494
66025,6331,6,63,633
66029,4400,4,44,440
66109,2721,2,27,272
66270,5065,5,50,506
66382,2520,2,25,252
66418,1311,1,13,131
66479,3826,3,38,382
66544,3390,3,33,339
66570,3842,3,38,384
66627,1040,1,10,104
66649,1000,1,10,100
66740,2670,2,26,267
66756,4931,4,49,493
66895,2870,2,28,287
66960,4931,4,49,493
66965,3621,3,36,362
67088,6020,6,60,602
67099,5000,5,50,500
67182,2911,2,29,291
67199,6331,6,63,633
67212,4924,4,49,492
67215,1623,1,16,162
67217,7200,7,72,720
67279,3829,3,38,382
67347,3714,3,37,371
67383,7372,7,73,737
67472,3678,3,36,367
67494,2030,2,20,203
67516,6411,6,64,641
67532,3540,3,35,354
67618,6798,6,67,679
67625,6798,6,67,679
67686,2834,2,28,283
67716,4932,4,49,493
67727,4931,4,49,493
67813,6726,6,67,672
67887,3728,3,37,372
67931,2761,2,27,276
67975,3823,3,38,382
68013,3630,3,36,363
68100,6020,6,60,602
68145,5812,5,58,581
68270,5812,5,58,581
68330,6798,6,67,679
68336,6035,6,60,603
68366,3320,3,33,332
68412,2621,2,26,262
68480,6331,6,63,633
68505,3663,3,36,366
68619,7373,7,73,737
68649,2340,2,23,234
68709,3829,3,38,382
68726,3443,3,34,344
68803,6020,6,60,602
68813,4841,4,48,484
68851,7948,7,79,794
69067,2320,2,23,232
69407,6726,6,67,672
69422,7011,7,70,701
69488,3089,3,30,308
69598,2890,2,28,289
69623,5047,5,50,504
69633,3669,3,36,366
69671,5141,5,51,514
69680,2670,2,26,267
69733,2013,2,20,201
69834,6020,6,60,602
69891,2086,2,20,208
69952,6020,6,60,602
69960,2842,2,28,284
69968,6020,6,60,602
69970,6020,6,60,602
69999,7374,7,73,737
70033,6411,6,64,641
70040,6020,6,60,602
70047,2821,2,28,282
70145,4924,4,49,492
70182,5200,5,52,520
70184,6324,6,63,632
70202,1040,1,10,104
70262,9995,9,99,999
70318,8062,8,80,806
70333,9995,9,99,999
70412,5961,5,59,596
70415,8200,8,82,820
70453,6512,6,65,651
70487,7389,7,73,738
70530,3674,3,36,367
70538,7200,7,72,720
70670,6020,6,60,602
70793,2834,2,28,283
70858,6020,6,60,602
70866,7370,7,73,737
71023,2731,2,27,273
71106,3562,3,35,356
71125,2844,2,28,284
71241,3821,3,38,382
71297,4911,4,49,491
71304,4911,4,49,491
71478,2836,2,28,283
71525,5961,5,59,596
71690,8734,8,87,873
71691,2711,2,27,271
71745,3714,3,37,371
71829,5160,5,51,516
71842,3825,3,38,382
71894,2390,2,23,239
71985,5912,5,59,591
72013,3826,3,38,382
72020,4924,4,49,492
72127,7373,7,73,737
72162,3562,3,35,356
72205,2451,2,24,245
72207,1311,1,13,131
72243,5070,5,50,507
72302,1311,1,13,131
72316,1000,1,10,100
72331,3569,3,35,356
72333,5651,5,56,565
72418,7385,7,73,738
72423,2430,2,24,243
72444,2836,2,28,283
72514,6311,6,63,631
72573,3873,3,38,387
72575,3571,3,35,357
72589,5172,5,51,517
72596,4923,4,49,492
72633,6792,6,67,679
72655,6532,6,65,653
72741,4931,4,49,493
72903,4931,4,49,493
72911,9995,9,99,999
72931,1040,1,10,104
72971,6020,6,60,602
73048,8200,8,82,820
73088,4931,4,49,493
73093,3312,3,33,331
73124,6020,6,60,602
73290,2835,2,28,283
73299,2860,2,28,286
73309,3312,3,33,331
73330,1311,1,13,131
73382,9995,9,99,999
73568,3678,3,36,367
73609,2451,2,24,245
73722,1311,1,13,131
73756,1389,1,13,138
73773,3826,3,38,382
73779,6500,6,65,650
73822,5080,5,50,508
73864,3714,3,37,371
73887,4522,4,45,452
73902,4991,4,49,499
73942,3944,3,39,394
73952,6331,6,63,633
74046,3290,3,32,329
74058,3590,3,35,359
74091,2911,2,29,291
74208,6798,6,67,679
74260,6331,6,63,633
74278,1311,1,13,131
74303,2810,2,28,281
74347,6331,6,63,633
74374,3086,3,30,308
74386,7363,7,73,736
74431,6020,6,60,602
74585,3910,3,39,391
74664,6532,6,65,653
74691,5047,5,50,504
74697,3827,3,38,382
74702,3851,3,38,385
74778,4931,4,49,493
74783,6331,6,63,633
74816,4400,4,44,440
74818,3812,3,38,381
74856,3350,3,33,335
74928,1531,1,15,153
74931,6331,6,63,633
75042,2300,2,23,230
75043,5940,5,59,594
75049,3569,3,35,356
75072,3081,3,30,308
75136,3990,3,39,399
75149,3510,3,35,351
75189,3320,3,33,332
75208,4412,4,44,441
75252,5047,5,50,504
75288,2300,2,23,230
75340,3540,3,35,354
75362,3711,3,37,371
75398,6726,6,67,672
75417,6020,6,60,602
75448,3572,3,35,357
75491,4922,4,49,492
75594,4911,4,49,491
75608,3621,3,36,362
75644,1400,1,14,140
75677,2650,2,26,265
75681,2750,2,27,275
75754,6211,6,62,621
75829,3569,3,35,356
75929,5812,5,58,581
76057,6794,6,67,679
76149,2060,2,20,206
76174,3576,3,35,357
76267,3672,3,36,367
76282,5072,5,50,507
76321,1381,1,13,138
76334,3490,3,34,349
76605,2430,2,24,243
76696,1311,1,13,131
76728,7374,7,73,737
76741,7320,7,73,732
76744,5211,5,52,521
76791,7200,7,72,720
76878,8711,8,87,871
76888,5084,5,50,508
76958,3411,3,34,341
77106,3452,3,34,345
77155,5411,5,54,541
77159,1311,1,13,131
77231,4924,4,49,492
77281,6798,6,67,679
77320,1311,1,13,131
77326,3140,3,31,314
77360,3561,3,35,356
77371,6036,6,60,603
77385,4924,4,49,492
77449,5531,5,55,553
77476,2080,2,20,208
77543,1540,1,15,154
77551,2835,2,28,283
77597,3080,3,30,308
77628,5912,5,59,591
77709,2000,2,20,200
77776,6162,6,61,616
77808,5621,5,56,562
77864,1311,1,13,131
77877,1311,1,13,131
77943,2890,2,28,289
77952,1311,1,13,131
77969,3537,3,35,353
78003,2834,2,28,283
78066,3330,3,33,333
78128,4941,4,49,494
78150,4812,4,48,481
78239,2300,2,23,230
78302,8082,8,80,808
78319,2810,2,28,281
78384,5331,5,53,533
78460,4924,4,49,492
78536,7389,7,73,738
78666,7381,7,73,738
78706,3651,3,36,365
78716,100,0,1,10
78749,7372,7,73,737
78814,3579,3,35,357
78853,5051,5,50,505
78890,7381,7,73,738
78966,6510,6,65,651
79166,2721,2,27,272
79209,2430,2,24,243
79225,3060,3,30,306
79259,6798,6,67,679
79282,6411,6,64,641
79326,3861,3,38,386
79388,2452,2,24,245
79424,8731,8,87,873
79570,3537,3,35,353
79636,4911,4,49,491
79677,3841,3,38,384
79879,2851,2,28,285
79898,1311,1,13,131
79920,2851,2,28,285
79958,3728,3,37,372
80035,3640,3,36,364
80040,6532,6,65,653
80051,5065,5,50,506
80124,6311,6,63,631
80134,1311,1,13,131
80172,3480,3,34,348
80252,2731,2,27,273
80285,7372,7,73,737
80293,7011,7,70,701
80324,6512,6,65,651
80418,5140,5,51,514
80420,3613,3,36,361
80424,2840,2,28,284
80630,8200,8,82,820
80661,6331,6,63,633
80693,3312,3,33,331
80984,3950,3,39,395
81025,4924,4,49,492
81050,3690,3,36,369
81057,2086,2,20,208
81076,3270,3,32,327
81112,2511,2,25,251
81157,6532,6,65,653
81199,3842,3,38,384
81214,5411,5,54,541
81288,3080,3,30,308
81318,1311,1,13,131
81362,2990,2,29,299
81371,2040,2,20,204
81381,2911,2,29,291
81426,3690,3,36,369
81465,4841,4,48,484
81699,3585,3,35,358
81700,6531,6,65,653
81764,5531,5,55,553
81766,3559,3,35,355
81870,2040,2,20,204
81893,6020,6,60,602
81955,6797,6,67,679
82020,1400,1,14,140
82035,1311,1,13,131
82166,3080,3,30,308
82206,3640,3,36,364
82213,7363,7,73,736
82231,3537,3,35,353
82295,3570,3,35,357
82373,6798,6,67,679
82409,1520,1,15,152
82473,6798,6,67,679
82523,7373,7,73,737
82536,3651,3,36,365
82628,3661,3,36,366
82666,2451,2,24,245
82696,3559,3,35,355
82788,7389,7,73,738
82811,3621,3,36,362
82845,3663,3,36,366
82925,7500,7,75,750
83034,6311,6,63,631
83082,5090,5,50,509
83194,5013,5,50,501
83226,3270,3,32,327
83246,6020,6,60,602
83306,3841,3,38,384
83347,1400,1,14,140
83394,7990,7,79,799
83402,6282,6,62,628
83490,3821,3,38,382
83496,5912,5,59,591
83509,6512,6,65,651
83524,5400,5,54,540
83588,7373,7,73,737
83604,3334,3,33,333
83679,5712,5,57,571
83877,5080,5,50,508
84091,3674,3,36,367
84112,3669,3,36,366
84129,5912,5,59,591
84202,6798,6,67,679
84244,7510,7,75,751
84246,6331,6,63,633
84262,1731,1,17,173
84278,3312,3,33,331
84290,3533,3,35,353
84567,4813,4,48,481
84581,1400,1,14,140
84651,6552,6,65,655
84655,2250,2,22,225
84748,3672,3,36,367
84792,2821,2,28,282
84801,3728,3,37,372
84839,7340,7,73,734
84919,9995,9,99,999
85149,6141,6,61,614
85408,1381,1,13,138
85417,2510,2,25,251
85462,3630,3,36,363
85486,2911,2,29,291
85535,6795,6,67,679
85558,7363,7,73,736
85608,3679,3,36,367
85627,3089,3,30,308
85704,5411,5,54,541
85795,2330,2,23,233
85812,2253,2,22,225
85961,7510,7,75,751
85973,5140,5,51,514
85974,1531,1,15,153
86082,2731,2,27,273
86104,6331,6,63,633
86115,6799,6,67,679
86144,5411,5,54,541
86166,3679,3,36,367
86251,4931,4,49,493
86312,6331,6,63,633
86317,6726,6,67,672
86346,2320,2,23,232
86357,2273,2,22,227
86358,3540,3,35,354
86519,100,0,1,10
86537,3670,3,36,367
86759,7011,7,70,701
86772,1311,1,13,131
86941,2060,2,20,206
87050,3663,3,36,366
87086,3577,3,35,357
87097,2761,2,27,276
87196,7500,7,75,750
87347,1389,1,13,138
87500,5311,5,53,531
87565,2821,2,28,282
87669,7822,7,78,782
87743,3841,3,38,384
87744,3670,3,36,367
87759,8742,8,87,874
87777,3663,3,36,366
87799,4991,4,49,499
87802,3821,3,38,382
87814,3829,3,38,382
87864,2040,2,20,204
87949,2621,2,26,262
87992,6532,6,65,653
88000,2844,2,28,284
88034,4833,4,48,483
88076,1311,1,13,131
88095,4011,4,40,401
88121,9997,9,99,999
88188,3652,3,36,365
88190,3100,3,31,310
88205,3585,3,35,358
88217,5013,5,50,501
88296,5411,5,54,541
88496,6020,6,60,602
88608,6020,6,60,602
88706,2330,2,23,233
88790,3842,3,38,384
88922,3674,3,36,367
88941,3674,3,36,367
88948,2033,2,20,203
88974,3669,3,36,366
88997,1311,1,13,131
89041,9995,9,99,999
89089,7200,7,72,720
89107,5399,5,53,539
89140,3621,3,36,362
89261,3621,3,36,362
89270,3620,3,36,362
89415,7373,7,73,737
89439,3350,3,33,335
89498,2273,2,22,227
89615,3672,3,36,367
89635,2911,2,29,291
89800,2851,2,28,285
89807,6799,6,67,679
89902,5812,5,58,581
89925,3550,3,35,355
89966,7990,7,79,799
90045,5045,5,50,504
90168,3724,3,37,372
90185,2833,2,28,283
90245,3250,3,32,325
90283,3674,3,36,367
90350,1040,1,10,104
90498,6020,6,60,602
90588,3714,3,37,371
90721,5200,5,52,520
90811,5411,5,54,541
91142,3630,3,36,363
91388,2013,2,20,201
91419,2033,2,20,203
91440,3420,3,34,342
91576,6020,6,60,602
91649,7373,7,73,737
91668,3674,3,36,367
91741,7011,7,70,701
91767,2650,2,26,265
91817,3490,3,34,349
91847,6726,6,67,672
91893,6020,6,60,602
91928,4924,4,49,492
91980,6020,6,60,602
92081,6020,6,60,602
92122,4911,4,49,491
92149,6311,6,63,631
92223,1311,1,13,131
92230,6020,6,60,602
92236,4922,4,49,492
92339,6020,6,60,602
92342,6311,6,63,631
92344,5412,5,54,541
92380,4512,4,45,451
92440,6020,6,60,602
92472,4941,4,49,494
92488,4911,4,49,491
92521,4911,4,49,491
92679,3679,3,36,367
92769,3679,3,36,367
92827,5084,5,50,508
93102,2211,2,22,221
93109,5331,5,53,533
93128,3613,3,36,361
93134,7500,7,75,750
93284,6726,6,67,672
93308,5200,5,52,520
93314,2835,2,28,283
93319,5150,5,51,515
93379,3559,3,35,355
93384,3674,3,36,367
93389,3690,3,36,369
93397,2911,2,29,291
93410,2911,2,29,291
93444,3452,3,34,345
93448,3714,3,37,371
93451,6020,6,60,602
93456,2761,2,27,276
93542,5190,5,51,519
93556,3540,3,35,354
93566,1400,1,14,140
93631,5600,5,56,560
93675,1531,1,15,153
93676,3420,3,34,342
93730,6726,6,67,672
93736,2320,2,23,232
93751,6020,6,60,602
93779,6311,6,63,631
94049,2840,2,28,284
94056,2844,2,28,284
94136,5065,5,50,506
94170,9995,9,99,999
94328,3711,3,37,371
94344,6361,6,63,636
94369,9995,9,99,999
94538,3674,3,36,367
94601,8711,8,87,871
94610,2631,2,26,263
94673,3572,3,35,357
94784,2834,2,28,283
94855,5311,5,53,531
94887,3140,3,31,314
94945,5160,5,51,516
95029,3480,3,34,348
95047,2452,2,24,245
95052,2844,2,28,284
95254,1311,1,13,131
95301,3724,3,37,372
95304,2911,2,29,291
95311,3825,3,38,382
95366,700,0,7,70
95395,3728,3,37,372
95479,5412,5,54,541
95490,2090,2,20,209
95504,5141,5,51,514
95516,5411,5,54,541
95521,5141,5,51,514
95552,3714,3,37,371
95574,2300,2,23,230
95585,5411,5,54,541
95618,3272,3,32,327
95620,2522,2,25,252
95626,3562,3,35,356
95676,3841,3,38,384
95779,3100,3,31,310
95944,3663,3,36,366
95953,3317,3,33,331
96000,2834,2,28,283
96021,5140,5,51,514
96057,7373,7,73,737
96116,2522,2,25,252
96223,6211,6,62,621
96238,3312,3,33,331
96277,2670,2,26,267
96287,5712,5,57,571
96289,5731,5,57,573
96294,5940,5,59,594
96412,2050,2,20,205
96536,3569,3,35,356
96608,7372,7,73,737
96638,6141,6,61,614
96653,3430,3,34,343
96669,3679,3,36,367
96677,7371,7,73,737
96699,3663,3,36,366
96763,3679,3,36,367
96793,5912,5,59,591
96831,3585,3,35,358
96864,4922,4,49,492
96869,100,0,1,10
96879,3825,3,38,382
96885,3825,3,38,382
96919,5812,5,58,581
96929,7389,7,73,738
96943,3841,3,38,384
96959,6512,6,65,651
96977,4813,4,48,481
96988,7389,7,73,738
97052,7373,7,73,737
97134,3580,3,35,358
97148,6792,6,67,679
97184,3569,3,35,356
97196,6324,6,63,632
97210,3825,3,38,382
97216,3530,3,35,353
97224,3861,3,38,386
97349,2911,2,29,291
97472,3241,3,32,324
97476,3674,3,36,367
97483,1311,1,13,131
97517,6792,6,67,679
97579,2221,2,22,222
97726,3089,3,30,308
97745,3826,3,38,382
97854,3640,3,36,364
97886,3560,3,35,356
97931,2211,2,22,221
98222,4400,4,44,440
98246,5944,5,59,594
98305,1000,1,10,100
98338,7371,7,73,737
98362,3562,3,35,356
98383,3827,3,38,382
98410,1311,1,13,131
98537,3730,3,37,373
98544,2084,2,20,208
98559,3580,3,35,358
98596,8742,8,87,874
98618,4950,4,49,495
98651,3944,3,39,394
98677,2060,2,20,206
98720,1311,1,13,131
98752,3677,3,36,367
98781,2911,2,29,291
99047,7373,7,73,737
99102,3990,3,39,399
99106,3990,3,39,399
99114,7510,7,75,751
99189,6311,6,63,631
99197,6726,6,67,672
99231,4922,4,49,492
99286,1044,1,10,104
99302,5084,5,50,508
99313,5045,5,50,504
99321,6035,6,60,603
99359,3537,3,35,353
99429,6331,6,63,633
99614,6726,6,67,672
99693,2510,2,25,251
99703,8700,8,87,870
99724,3714,3,37,371
99780,3743,3,37,374
99802,3564,3,35,356
99974,2430,2,24,243
99982,6020,6,60,602
100030,3714,3,37,371
100084,3312,3,33,331
100102,1381,1,13,138
100166,2253,2,22,225
100217,7948,7,79,794
100240,4833,4,48,483
100307,6020,6,60,602
100320,6399,6,63,639
100331,6331,6,63,633
100378,3560,3,35,356
100493,2011,2,20,201
100517,4512,4,45,451
100591,8711,8,87,871
100619,3621,3,36,362
100712,1389,1,13,138
100716,6331,6,63,633
100726,2200,2,22,220
100740,2673,2,26,267
100759,2834,2,28,283
100783,2631,2,26,263
100790,2860,2,28,286
100817,7320,7,73,732
100885,4011,4,40,401
100893,6020,6,60,602
101063,100,0,1,10
101090,6020,6,60,602
101105,4924,4,49,492
101199,6331,6,63,633
101262,6311,6,63,631
101271,3690,3,36,369
101281,7011,7,70,701
101295,2834,2,28,283
101320,6020,6,60,602
101357,3960,3,39,396
101382,6020,6,60,602
101424,6552,6,65,655
101538,3330,3,33,333
101542,6020,6,60,602
101594,1311,1,13,131
101640,1531,1,15,153
101771,5621,5,56,562
101778,1311,1,13,131
101788,3841,3,38,384
101821,200,0,2,20
101829,3724,3,37,372
101830,4812,4,48,481
101844,6020,6,60,602
101880,6020,6,60,602
101909,2300,2,23,230
101911,3674,3,36,367
101929,5160,5,51,516
101984,3651,3,36,365
101990,3533,3,35,353
102037,5150,5,51,515
102049,5010,5,50,501
102109,3669,3,36,366
102138,3825,3,38,382
102163,2790,2,27,279
102198,3841,3,38,384
102212,6020,6,60,602
102379,8711,8,87,871
102420,6311,6,63,631
102426,6726,6,67,672
102438,6798,6,67,679
102499,4953,4,49,495
102588,6512,6,65,651
102661,6020,6,60,602
102680,3640,3,36,364
102695,3317,3,33,331
102701,3537,3,35,353
102710,4924,4,49,492
102729,3440,3,34,344
102741,2851,2,28,285
102752,8711,8,87,871
102754,6726,6,67,672
102883,3411,3,34,341
102983,3634,3,36,363
102993,3533,3,35,353
103000,8051,8,80,805
103071,3743,3,37,374
103096,8711,8,87,871
103145,3559,3,35,355
103168,3555,3,35,355
103274,1531,1,15,153
103317,7990,7,79,799
103341,2221,2,22,222
103361,6726,6,67,672
103379,2320,2,23,232
103392,3089,3,30,308
103466,6020,6,60,602
103575,2511,2,25,251
103595,5411,5,54,541
103657,3651,3,36,365
103730,3670,3,36,367
103755,2590,2,25,259
103872,7363,7,73,736
103916,3714,3,37,371
103944,3728,3,37,372
103958,8711,8,87,871
104030,7381,7,73,738
104040,2340,2,23,234
104060,3089,3,30,308
104169,5331,5,53,533
104174,3714,3,37,371
104218,3140,3,31,314
104224,6411,6,64,641
104348,2761,2,27,276
104519,7372,7,73,737
104599,5731,5,57,573
104669,2834,2,28,283
104777,4813,4,48,481
104834,1531,1,15,153
104867,6311,6,63,631
104889,8200,8,82,820
104894,6798,6,67,679
104897,3560,3,35,356
104918,4931,4,49,493
104938,4953,4,49,495
104987,3690,3,36,369
105006,3663,3,36,366
105016,5070,5,50,507
105076,2621,2,26,262
105085,2731,2,27,273
105096,5070,5,50,507
105107,2253,2,22,225
105132,2890,2,28,289
105189,1531,1,15,153
105318,3590,3,35,359
105319,7200,7,72,720
105418,5411,5,54,541
105519,3560,3,35,356
105532,3140,3,31,314
105567,2511,2,25,251
105598,6020,6,60,602
105608,5090,5,50,509
105634,1731,1,17,173
105668,5812,5,58,581
105729,7359,7,73,735
105744,1311,1,13,131
105770,3060,3,30,306
105846,2211,2,22,221
105936,4923,4,49,492
105982,6020,6,60,602
105990,5411,5,54,541
106015,1389,1,13,138
106036,1040,1,10,104
106040,3572,3,35,357
106135,6798,6,67,679
106176,3679,3,36,367
106374,6512,6,65,651
106413,4833,4,48,483
106455,1220,1,12,122
106473,4955,4,49,495
106521,5141,5,51,514
106532,5130,5,51,513
106535,2400,2,24,240
106618,3420,3,34,342
106640,3630,3,36,363
106752,5093,5,50,509
106827,3721,3,37,372
106926,6020,6,60,602
106945,3490,3,34,349
107140,2721,2,27,272
107189,2621,2,26,262
107203,5063,5,50,506
107263,4922,4,49,492
107294,3440,3,34,344
107362,5084,5,50,508
107454,6513,6,65,651
107559,4822,4,48,482
107681,5411,5,54,541
107687,3790,3,37,379
107841,4924,4,49,492
107874,1311,1,13,131
107889,2860,2,28,286
108018,9995,9,99,999
108079,5211,5,52,521
108140,2540,2,25,254
108215,3679,3,36,367
108312,3620,3,36,362
108385,6141,6,61,614
108516,3310,3,33,331
108601,2060,2,20,206
108606,1531,1,15,153
108683,5065,5,50,506
108703,3460,3,34,346
108721,3050,3,30,305
108772,3577,3,35,357
108949,3663,3,36,366
108976,4991,4,49,499
108985,4941,4,49,494
109110,1040,1,10,104
109156,5944,5,59,594
109177,3420,3,34,342
109198,5651,5,56,565
109259,2834,2,28,283
109261,6331,6,63,633
109265,3651,3,36,365
109284,3460,3,34,346
109312,6211,6,62,621
109380,6020,6,60,602
109446,3430,3,34,343
109471,3812,3,38,381
109520,7373,7,73,737
109553,1600,1,16,160
109563,5080,5,50,508
109657,2834,2,28,283
109747,6311,6,63,631
109757,1040,1,10,104
109758,8700,8,87,870
109778,6726,6,67,672
109821,3523,3,35,352
109831,3842,3,38,384
109834,6020,6,60,602
109870,2820,2,28,282
109885,6799,6,67,679
110074,6411,6,64,641
110306,1040,1,10,104
110390,2840,2,28,284
110430,2911,2,29,291
110471,3140,3,31,314
110536,8734,8,87,873
110619,6311,6,63,631
110621,2890,2,28,289
110640,3674,3,36,367
110740,3433,3,34,343
110985,7830,7,78,783
111001,1311,1,13,131
200138,6020,6,60,602
200245,6211,6,62,621
200406,2834,2,28,283
200533,3290,3,32,329
200754,6020,6,60,602
201283,1311,1,13,131
201401,6411,6,64,641
201424,5812,5,58,581
201461,6020,6,60,602
201493,3050,3,30,305
201502,3571,3,35,357
201511,7374,7,73,737
201513,7372,7,73,737
201653,8090,8,80,809
201739,2821,2,28,282
201944,8742,8,87,874
202058,3812,3,38,381
202356,3585,3,35,358
202375,5094,5,50,509
202467,3540,3,35,354
202646,3312,3,33,331
202685,2721,2,27,272
202763,5122,5,51,512
202947,6519,6,65,651
203077,3845,3,38,384
203200,3652,3,36,365
203248,4924,4,49,492
203285,3845,3,38,384
203383,3670,3,36,367
203527,3845,3,38,384
203530,2835,2,28,283
203596,6020,6,60,602
205219,7370,7,73,737
205239,5961,5,59,596
205303,3823,3,38,382
205520,2711,2,27,271
205545,6726,6,67,672
205700,2761,2,27,276
205778,3564,3,35,356
206030,3640,3,36,364
215155,3576,3,35,357
215219,7370,7,73,737
215244,1311,1,13,131
215310,3470,3,34,347
215403,6321,6,63,632
215419,3669,3,36,366
215420,3443,3,34,344
215425,4213,4,42,421
215466,1044,1,10,104
215619,6020,6,60,602
215639,6799,6,67,679
215797,1311,1,13,131
215913,1040,1,10,104
216039,6531,6,65,653
216085,5712,5,57,571
216184,2835,2,28,283
216205,3579,3,35,357
216228,3561,3,35,356
216275,3531,3,35,353
216324,7819,7,78,781
216430,3089,3,30,308
216539,4833,4,48,483
216540,7372,7,73,737
216729,6020,6,60,602
216810,1311,1,13,131
216851,6726,6,67,672
216870,6020,6,60,602
216949,3663,3,36,366
216983,3567,3,35,356
217028,2834,2,28,283
217058,5010,5,50,501
217084,3634,3,36,363
217165,8071,8,80,807
217346,3721,3,37,372
217365,5961,5,59,596
217410,2840,2,28,284
217591,7359,7,73,735
225051,5411,5,54,541
225067,3634,3,36,363
225211,7372,7,73,737
225261,2511,2,25,251
225263,3690,3,36,369
225278,2452,2,24,245
225300,6311,6,63,631
225463,5090,5,50,509
225569,6162,6,61,616
225628,7372,7,73,737
225648,4950,4,49,495
225662,2531,2,25,253
225868,3823,3,38,382
225998,4924,4,49,492
230036,4812,4,48,481
230046,6199,6,61,619
230131,3661,3,36,366
230463,1311,1,13,131
230557,6331,6,63,633
230602,2400,2,24,240
275053,2834,2,28,283
275119,6020,6,60,602
275125,1040,1,10,104
275177,4813,4,48,481
275380,6020,6,60,602
275605,4841,4,48,484
275694,6726,6,67,672
275710,6331,6,63,633
275837,1311,1,13,131
275858,3663,3,36,366
275866,2891,2,28,289
275985,5812,5,58,581
276077,6792,6,67,679
276104,3724,3,37,372
276189,1531,1,15,153
276209,4941,4,49,494
276235,6020,6,60,602
276259,3690,3,36,369
276283,3679,3,36,367
276310,7990,7,79,799
276327,4923,4,49,492
276331,3350,3,33,335
276380,6331,6,63,633
276400,6331,6,63,633
276437,3420,3,34,342
276477,8051,8,80,805
276558,3571,3,35,357
276641,5961,5,59,596
276720,4950,4,49,495
276747,3678,3,36,367
276886,8082,8,80,808
276889,3312,3,33,331
276894,5040,5,50,504
277014,7359,7,73,735
277028,6162,6,61,616
277057,5399,5,53,539
277058,7990,7,79,799
277135,5000,5,50,500
277158,4924,4,49,492
277161,3674,3,36,367
277317,3577,3,35,357
277331,1000,1,10,100
277356,7370,7,73,737
277375,4923,4,49,492
277376,3089,3,30,308
277509,3711,3,37,371
277577,6798,6,67,679
277595,4924,4,49,492
277795,6331,6,63,633
277809,9995,9,99,999
277821,8200,8,82,820
277923,5812,5,58,581
277924,1311,1,13,131
277928,3669,3,36,366
277948,4011,4,40,401
278041,4400,4,44,440
278048,7373,7,73,737
278130,5700,5,57,570
278166,2452,2,24,245
278243,7011,7,70,701
278314,3451,3,34,345
278327,4512,4,45,451
278352,3577,3,35,357
310056,3669,3,36,366
310103,4924,4,49,492
310142,2860,2,28,286
310158,2834,2,28,283
310235,3567,3,35,356
310252,3821,3,38,382
310285,5090,5,50,509
310316,1311,1,13,131
310354,3585,3,35,358
310357,6020,6,60,602
310377,7373,7,73,737
310431,2810,2,28,281
310433,4813,4,48,481
310438,7373,7,73,737
310450,3845,3,38,384
310454,4512,4,45,451
310522,6111,6,61,611
310568,3674,3,36,367
310569,2082,2,20,208
310621,6799,6,67,679
310673,6020,6,60,602
310764,3842,3,38,384
310793,5130,5,51,513
310876,8711,8,87,871
310979,6020,6,60,602
311046,5047,5,50,504
311048,4812,4,48,481
311049,7990,7,79,799
311094,6020,6,60,602
311099,6798,6,67,679
311100,6020,6,60,602
311179,2834,2,28,283
