cik,sic,sic1,sic2,sic3
887584,2621,2,26,262
887590,6726,6,67,672
887591,2621,2,26,262
887596,5812,5,58,581
887614,7372,7,73,737
887622,3842,3,38,384
887627,3621,3,36,362
887637,4013,4,40,401
887701,1090,1,10,109
887708,2834,2,28,283
887730,3670,3,36,367
887733,5140,5,51,514
887757,8000,8,80,800
887763,3576,3,35,357
887784,7372,7,73,737
887893,3841,3,38,384
887904,8060,8,80,806
887905,6798,6,67,679
887919,6020,6,60,602
887920,2834,2,28,283
887921,2844,2,28,284
887936,8721,8,87,872
887941,3290,3,32,329
887947,5064,5,50,506
887969,3661,3,36,366
887983,6798,6,67,679
887985,1311,1,13,131
887997,2082,2,20,208
888002,6211,6,62,621
888028,7370,7,73,737
888127,6726,6,67,672
888137,6726,6,67,672
888139,5411,5,54,541
888154,6726,6,67,672
888172,6035,6,60,603
888184,6020,6,60,602
888228,4922,4,49,492
888245,7990,7,79,799
888295,3577,3,35,357
888330,7373,7,73,737
888335,3826,3,38,382
888358,7372,7,73,737
888410,6726,6,67,672
888411,6726,6,67,672
888428,2673,2,26,267
888455,5990,5,59,599
888456,5945,5,59,594
888470,5731,5,57,573
888491,6798,6,67,679
888504,8711,8,87,871
888507,9995,9,99,999
888553,6162,6,61,616
888632,6036,6,60,603
888675,4100,4,41,410
888676,2100,2,21,210
888693,3825,3,38,382
888702,7373,7,73,737
888711,7370,7,73,737
888721,2835,2,28,283
888741,7372,7,73,737
888746,2082,2,20,208
888747,2320,2,23,232
888781,5013,5,50,501
888793,7389,7,73,738
888913,5331,5,53,533
888914,5122,5,51,512
888916,3949,3,39,394
888918,3620,3,36,362
888919,6331,6,63,633
888952,2052,2,20,205
888953,7374,7,73,737
888956,5160,5,51,516
888997,7373,7,73,737
888999,2835,2,28,283
889005,1311,1,13,131
889057,2834,2,28,283
889085,7370,7,73,737
889086,3714,3,37,371
889087,7380,7,73,738
889127,6726,6,67,672
889132,3312,3,33,331
889134,6035,6,60,603
889155,3674,3,36,367
889166,6726,6,67,672
889187,6324,6,63,632
889211,3330,3,33,333
889212,6035,6,60,603
889217,6331,6,63,633
889237,3576,3,35,357
889266,5812,5,58,581
889285,3640,3,36,364
889299,2330,2,23,233
889329,100,0,1,10
889330,2835,2,28,283
889331,3613,3,36,361
889348,3728,3,37,372
889353,9995,9,99,999
889364,5960,5,59,596
889409,5531,5,55,553
889418,4953,4,49,495
889423,3621,3,36,362
889427,6798,6,67,679
889429,2670,2,26,267
889430,6726,6,67,672
889473,6035,6,60,603
889518,6726,6,67,672
889526,6726,6,67,672
889527,6726,6,67,672
889529,6726,6,67,672
889531,6726,6,67,672
889609,6159,6,61,615
889664,5945,5,59,594
889842,3842,3,38,384
889872,2836,2,28,283
889885,5047,5,50,504
889898,2330,2,23,233
889899,3812,3,38,381
889900,1381,1,13,138
889906,6351,6,63,635
889927,3663,3,36,366
889930,3572,3,35,357
889936,6020,6,60,602
889971,3827,3,38,382
889987,7372,7,73,737
889992,2836,2,28,283
890066,6020,6,60,602
890068,6726,6,67,672
890093,5940,5,59,594
890096,2200,2,22,220
890119,6726,6,67,672
890138,6726,6,67,672
890152,8082,8,80,808
890175,6141,6,61,614
890196,6726,6,67,672
890207,8011,8,80,801
890264,7372,7,73,737
890284,3845,3,38,384
890285,6211,6,62,621
890319,6798,6,67,679
890326,1531,1,15,153
890336,6726,6,67,672
890337,6726,6,67,672
890340,6726,6,67,672
890393,6726,6,67,672
890394,3674,3,36,367
890399,6726,6,67,672
890445,6311,6,63,631
890446,8011,8,80,801
890447,5172,5,51,517
890449,6311,6,63,631
890465,2836,2,28,283
890491,5940,5,59,594
890508,4731,4,47,473
890514,6726,6,67,672
890515,6726,6,67,672
890516,6726,6,67,672
890518,6726,6,67,672
890519,6726,6,67,672
890523,2452,2,24,245
890541,6020,6,60,602
890548,6411,6,64,641
890564,7363,7,73,736
890568,4813,4,48,481
890572,5940,5,59,594
890575,1531,1,15,153
890578,6020,6,60,602
890634,8082,8,80,808
890639,3944,3,39,394
890640,7372,7,73,737
890647,1311,1,13,131
890662,4731,4,47,473
890685,8071,8,80,807
890691,7372,7,73,737
890725,2834,2,28,283
890763,3841,3,38,384
890784,7370,7,73,737
890801,7372,7,73,737
890821,7370,7,73,737
890881,6726,6,67,672
890883,6726,6,67,672
890884,6726,6,67,672
890885,6726,6,67,672
890889,6726,6,67,672
890891,6726,6,67,672
890893,6726,6,67,672
890897,6726,6,67,672
890898,6726,6,67,672
890903,6726,6,67,672
890908,8060,8,80,806
890923,3620,3,36,362
890924,3576,3,35,357
890925,8051,8,80,805
890926,6351,6,63,635
890980,6035,6,60,603
890981,6035,6,60,603
891014,2810,2,28,281
891024,5047,5,50,504
891035,5961,5,59,596
891037,6726,6,67,672
891038,6726,6,67,672
891082,5812,5,58,581
891098,6020,6,60,602
891103,7370,7,73,737
891104,6794,6,67,679
891105,7990,7,79,799
891106,6036,6,60,603
891164,6726,6,67,672
891166,6331,6,63,633
891178,7372,7,73,737
891188,6726,6,67,672
891189,6726,6,67,672
891204,5090,5,50,509
891276,6141,6,61,614
891284,6020,6,60,602
891285,5090,5,50,509
891286,6020,6,60,602
891288,2834,2,28,283
891289,6331,6,63,633
891290,6726,6,67,672
891293,2836,2,28,283
891329,1531,1,15,153
891377,6282,6,62,628
891389,3990,3,39,399
891417,2842,2,28,284
891422,5190,5,51,519
891426,3576,3,35,357
891461,7600,7,76,760
891462,7372,7,73,737
891478,6020,6,60,602
891482,7990,7,79,799
891504,2833,2,28,283
891523,6020,6,60,602
891525,6035,6,60,603
891531,3714,3,37,371
891532,4955,4,49,495
891552,7990,7,79,799
891760,6726,6,67,672
891762,2842,2,28,284
891763,6035,6,60,603
891765,3711,3,37,371
891788,3572,3,35,357
891915,2522,2,25,252
891919,5940,5,59,594
891920,3825,3,38,382
891933,2834,2,28,283
892020,3861,3,38,386
892025,2833,2,28,283
892038,3571,3,35,357
892058,2033,2,20,203
892072,9995,9,99,999
892086,4813,4,48,481
892112,2836,2,28,283
892142,3089,3,30,308
892147,5130,5,51,513
892157,6020,6,60,602
892158,6036,6,60,603
892160,2834,2,28,283
892163,6036,6,60,603
892179,1381,1,13,138
892191,7372,7,73,737
892222,2082,2,20,208
892291,6798,6,67,679
892335,5990,5,59,599
892432,6035,6,60,603
892433,3674,3,36,367
892450,4813,4,48,481
892482,7370,7,73,737
892493,8093,8,80,809
892495,2844,2,28,284
892524,4813,4,48,481
892533,2320,2,23,232
892534,3576,3,35,357
892535,6798,6,67,679
892537,7373,7,73,737
892553,3443,3,34,344
892563,2086,2,20,208
892565,6726,6,67,672
892604,2200,2,22,220
892653,2320,2,23,232
892789,6726,6,67,672
892791,6726,6,67,672
892793,2650,2,26,265
892818,1540,1,15,154
892822,2835,2,28,283
892832,9995,9,99,999
892833,7372,7,73,737
892872,5961,5,59,596
892884,6726,6,67,672
892893,6311,6,63,631
892906,2844,2,28,284
892907,5940,5,59,594
892957,2320,2,23,232
892960,6726,6,67,672
892980,6726,6,67,672
892986,1311,1,13,131
892992,6726,6,67,672
893046,7359,7,73,735
893160,2835,2,28,283
893162,3825,3,38,382
893181,6798,6,67,679
893188,3711,3,37,371
893227,6726,6,67,672
893235,6035,6,60,603
893329,7373,7,73,737
893335,4812,4,48,481
893430,8082,8,80,808
893538,1311,1,13,131
893540,5122,5,51,512
893573,7372,7,73,737
893577,6798,6,67,679
893656,7997,7,79,799
893691,2430,2,24,243
893692,2836,2,28,283
893731,6726,6,67,672
893739,6797,6,67,679
893741,5812,5,58,581
893771,8071,8,80,807
893813,5171,5,51,517
893816,7374,7,73,737
893817,6162,6,61,616
893821,7372,7,73,737
893824,7372,7,73,737
893847,6020,6,60,602
893855,3578,3,35,357
893906,6321,6,63,632
893949,8011,8,80,801
893955,6111,6,61,611
893963,6351,6,63,635
893964,3845,3,38,384
893965,2741,2,27,274
893967,6020,6,60,602
893970,2834,2,28,283
893996,5140,5,51,514
894010,5040,5,50,504
894020,2835,2,28,283
894039,5045,5,50,504
894081,4512,4,45,451
894096,1700,1,17,170
894146,6726,6,67,672
894158,2834,2,28,283
894172,6020,6,60,602
894232,2670,2,26,267
894233,6726,6,67,672
894237,3842,3,38,384
894239,6726,6,67,672
894241,6726,6,67,672
894242,6726,6,67,672
894253,7373,7,73,737
894267,6020,6,60,602
894268,3663,3,36,366
894315,6798,6,67,679
894341,6798,6,67,679
894351,6726,6,67,672
894355,6036,6,60,603
894357,6321,6,63,632
894372,6035,6,60,603
894405,4213,4,42,421
894490,6035,6,60,603
894508,6020,6,60,602
894541,1389,1,13,138
894572,7372,7,73,737
894627,1311,1,13,131
894649,5731,5,57,573
894651,6311,6,63,631
894671,6020,6,60,602
894673,6035,6,60,603
894680,9995,9,99,999
894696,3949,3,39,394
894705,7372,7,73,737
894738,7370,7,73,737
894743,3571,3,35,357
894751,5812,5,58,581
894770,2836,2,28,283
894776,3823,3,38,382
894789,5990,5,59,599
894906,3231,3,32,323
894972,4832,4,48,483
895007,6792,6,67,679
895021,7372,7,73,737
895034,2834,2,28,283
895040,4922,4,49,492
895041,5812,5,58,581
895051,2834,2,28,283
895092,9995,9,99,999
895094,6035,6,60,603
895095,7372,7,73,737
895126,1311,1,13,131
895319,3550,3,35,355
895329,2750,2,27,275
895330,7372,7,73,737
895361,3572,3,35,357
895364,5912,5,59,591
895365,6552,6,65,655
895380,2990,2,29,299
895385,7990,7,79,799
895401,6035,6,60,603
895415,6726,6,67,672
895416,3577,3,35,357
895417,6798,6,67,679
895419,3674,3,36,367
895420,6035,6,60,603
895421,6211,6,62,621
895422,6726,6,67,672
895441,8062,8,80,806
895447,5661,5,56,566
895456,3140,3,31,314
895457,7372,7,73,737
895462,7370,7,73,737
895464,9995,9,99,999
895469,6331,6,63,633
895470,6036,6,60,603
895471,6036,6,60,603
895477,6794,6,67,679
895516,7389,7,73,738
895517,4955,4,49,495
895519,2330,2,23,233
895523,6726,6,67,672
895528,6726,6,67,672
895529,6726,6,67,672
895530,6726,6,67,672
895531,6726,6,67,672
895541,6020,6,60,602
895565,4953,4,49,495
895574,6726,6,67,672
895577,6726,6,67,672
895641,2320,2,23,232
895642,3690,3,36,369
895649,4833,4,48,483
895651,8011,8,80,801
895652,6035,6,60,603
895655,3089,3,30,308
895658,6726,6,67,672
895659,8071,8,80,807
895663,1389,1,13,138
895665,3670,3,36,367
895670,2082,2,20,208
895677,8731,8,87,873
895688,6020,6,60,602
895693,5731,5,57,573
895723,1040,1,10,104
895726,3411,3,34,341
895728,4924,4,49,492
895812,3571,3,35,357
895921,9995,9,99,999
895947,2990,2,29,299
896043,3674,3,36,367
896061,6726,6,67,672
896066,1000,1,10,100
896156,2510,2,25,251
896157,7372,7,73,737
896159,6331,6,63,633
896161,6726,6,67,672
896195,3571,3,35,357
896262,8082,8,80,808
896264,2834,2,28,283
896265,2390,2,23,239
896267,7500,7,75,750
896281,3576,3,35,357
896346,6726,6,67,672
896397,2452,2,24,245
896400,3990,3,39,399
896429,3578,3,35,357
896493,3679,3,36,367
896494,3669,3,36,366
896495,7990,7,79,799
896499,8050,8,80,805
896502,7200,7,72,720
896560,3663,3,36,366
896622,3089,3,30,308
896645,3825,3,38,382
896665,6726,6,67,672
896726,1311,1,13,131
896747,2835,2,28,283
896766,6035,6,60,603
896771,3559,3,35,355
896778,3841,3,38,384
896840,3842,3,38,384
896841,3861,3,38,386
896842,5200,5,52,520
896861,8731,8,87,873
896878,7372,7,73,737
896879,6020,6,60,602
896923,6726,6,67,672
896978,3841,3,38,384
896985,5621,5,56,562
897067,3559,3,35,355
897074,3861,3,38,386
897075,2834,2,28,283
897077,3523,3,35,352
897079,7812,7,78,781
897265,7370,7,73,737
897269,6726,6,67,672
897322,3663,3,36,366
897418,6726,6,67,672
897419,6726,6,67,672
897420,6726,6,67,672
897421,6726,6,67,672
897422,6726,6,67,672
897424,6726,6,67,672
897425,6726,6,67,672
897426,6726,6,67,672
897427,6726,6,67,672
897428,6726,6,67,672
897429,5621,5,56,562
897430,6331,6,63,633
897432,1531,1,15,153
897448,2834,2,28,283
897506,5945,5,59,594
897507,2300,2,23,230
897509,6020,6,60,602
897513,6726,6,67,672
897545,7990,7,79,799
897546,7370,7,73,737
897582,5735,5,57,573
897599,3760,3,37,376
897708,7359,7,73,735
897722,7372,7,73,737
897723,3672,3,36,367
897725,7372,7,73,737
897730,3829,3,38,382
897732,4011,4,40,401
897745,3312,3,33,331
897795,3990,3,39,399
897800,6726,6,67,672
897802,6726,6,67,672
897861,6020,6,60,602
897893,7372,7,73,737
897940,8700,8,87,870
897941,6035,6,60,603
897951,6726,6,67,672
897996,6726,6,67,672
897999,6036,6,60,603
898015,7330,7,73,733
898172,5961,5,59,596
898173,5531,5,55,553
898174,6311,6,63,631
898287,6141,6,61,614
898293,3672,3,36,367
898306,3842,3,38,384
898311,2820,2,28,282
898427,6311,6,63,631
898437,2836,2,28,283
898438,6411,6,64,641
898441,7372,7,73,737
898447,6036,6,60,603
898496,6726,6,67,672
898612,6331,6,63,633
898618,6726,6,67,672
898623,4813,4,48,481
898624,6020,6,60,602
898630,5040,5,50,504
898631,6726,6,67,672
898659,6726,6,67,672
898660,7990,7,79,799
898685,1389,1,13,138
898739,7372,7,73,737
898747,3578,3,35,357
898756,3577,3,35,357
898757,6035,6,60,603
898770,4955,4,49,495
898777,7359,7,73,735
898778,2851,2,28,285
898802,7373,7,73,737
898805,3661,3,36,366
898901,1700,1,17,170
899042,3576,3,35,357
899047,3672,3,36,367
899051,6331,6,63,633
899150,6726,6,67,672
899154,6726,6,67,672
899157,6726,6,67,672
899161,6162,6,61,616
899162,6798,6,67,679
899163,6020,6,60,602
899166,3842,3,38,384
899167,6036,6,60,603
899169,8090,8,80,809
899177,6726,6,67,672
899183,3845,3,38,384
899217,3823,3,38,382
899240,5990,5,59,599
899283,5045,5,50,504
899296,3350,3,33,335
899297,9995,9,99,999
899381,3845,3,38,384
899394,2836,2,28,283
899426,2835,2,28,283
899444,7370,7,73,737
899458,7372,7,73,737
899460,2836,2,28,283
899504,2836,2,28,283
899581,6726,6,67,672
899595,5211,5,52,521
899597,2611,2,26,261
899627,6211,6,62,621
899629,6798,6,67,679
899630,5211,5,52,521
899636,3674,3,36,367
899647,7990,7,79,799
899652,4911,4,49,491
899654,6035,6,60,603
899659,3580,3,35,358
899660,6726,6,67,672
899678,6035,6,60,603
899679,7372,7,73,737
899684,3613,3,36,361
899689,6798,6,67,679
899714,8071,8,80,807
899715,6798,6,67,679
899717,1311,1,13,131
899718,1000,1,10,100
899723,3341,3,33,334
899749,6798,6,67,679
899751,3523,3,35,352
899752,6726,6,67,672
899753,2834,2,28,283
899755,5411,5,54,541
899757,6798,6,67,679
899758,6726,6,67,672
899759,6726,6,67,672
899760,4813,4,48,481
899761,6726,6,67,672
899778,7990,7,79,799
899782,6726,6,67,672
899823,3559,3,35,355
899849,5812,5,58,581
899866,2836,2,28,283
899923,2835,2,28,283
900017,8742,8,87,874
900075,5010,5,50,501
900083,7363,7,73,736
900091,7373,7,73,737
900095,3661,3,36,366
900096,7370,7,73,737
900122,2836,2,28,283
900166,6035,6,60,603
900268,3350,3,33,335
900302,4832,4,48,483
900304,8050,8,80,805
900307,3841,3,38,384
900335,2400,2,24,240
900339,4213,4,42,421
900340,6798,6,67,679
900349,2320,2,23,232
900367,3089,3,30,308
900391,2510,2,25,251
900392,7990,7,79,799
900422,6726,6,67,672
900426,6726,6,67,672
900475,8700,8,87,870
900616,1531,1,15,153
900619,3572,3,35,357
900626,6035,6,60,603
900708,5065,5,50,506
900724,6726,6,67,672
900741,6035,6,60,603
900748,7372,7,73,737
901077,6141,6,61,614
901099,2835,2,28,283
901118,7990,7,79,799
901119,3825,3,38,382
901172,8711,8,87,871
901219,2835,2,28,283
901243,6726,6,67,672
901375,6020,6,60,602
901376,4991,4,49,499
901416,2844,2,28,284
901491,5812,5,58,581
901495,5812,5,58,581
901517,1311,1,13,131
901576,2911,2,29,291
901611,1311,1,13,131
901620,2834,2,28,283
901696,3572,3,35,357
901823,6726,6,67,672
901824,6726,6,67,672
901829,6035,6,60,603
901832,2834,2,28,283
902010,2836,2,28,283
902053,1382,1,13,138
902055,5090,5,50,509
902056,3420,3,34,342
902270,3260,3,32,326
902272,3949,3,39,394
902274,3220,3,32,322
902276,2084,2,20,208
902277,100,0,1,10
902279,5712,5,57,571
902281,3559,3,35,355
902476,2400,2,24,240
902482,3845,3,38,384
902600,3845,3,38,384
902622,2834,2,28,283
902635,7373,7,73,737
902717,6726,6,67,672
902719,6726,6,67,672
902722,6726,6,67,672
902731,6726,6,67,672
902748,6726,6,67,672
902750,6726,6,67,672
902754,6726,6,67,672
902787,5961,5,59,596
902791,7363,7,73,736
902793,3086,3,30,308
902978,6726,6,67,672
903126,2250,2,22,225
903127,6798,6,67,679
903129,3714,3,37,371
903267,1311,1,13,131
903275,4841,4,48,484
903571,1040,1,10,104
903651,7374,7,73,737
903657,5051,5,50,505
903689,1311,1,13,131
903856,5040,5,50,504
903869,4812,4,48,481
904009,3950,3,39,395
904020,4512,4,45,451
904075,6512,6,65,651
904081,2731,2,27,273
904101,6020,6,60,602
904112,6726,6,67,672
904121,1040,1,10,104
904148,5140,5,51,514
904163,6311,6,63,631
904255,4812,4,48,481
904344,3572,3,35,357
904355,4841,4,48,484
904362,2086,2,20,208
904535,5735,5,57,573
904541,2631,2,26,263
904816,5040,5,50,504
904851,2911,2,29,291
904896,4953,4,49,495
904897,7389,7,73,738
904898,3661,3,36,366
904900,3678,3,36,367
904901,6799,6,67,679
904902,7320,7,73,732
904973,2836,2,28,283
904975,6331,6,63,633
904977,1311,1,13,131
904978,8051,8,80,805
904979,3460,3,34,346
905000,6726,6,67,672
905002,6726,6,67,672
905008,6726,6,67,672
905035,7830,7,78,783
905036,5812,5,58,581
905134,6798,6,67,679
905401,7359,7,73,735
905424,2400,2,24,240
905428,9995,9,99,999
905435,2273,2,22,227
905636,6726,6,67,672
905722,3312,3,33,331
905724,7372,7,73,737
905895,7841,7,78,784
905897,6798,6,67,679
906013,6726,6,67,672
906054,3620,3,36,362
906107,6798,6,67,679
906108,3823,3,38,382
906110,6798,6,67,679
906113,6798,6,67,679
906114,3714,3,37,371
906163,1531,1,15,153
906192,7370,7,73,737
906193,3550,3,35,355
906195,6035,6,60,603
906196,3711,3,37,371
906237,6726,6,67,672
906247,6331,6,63,633
906249,7990,7,79,799
906282,5045,5,50,504
906285,2086,2,20,208
906321,6726,6,67,672
906322,6726,6,67,672
906325,6798,6,67,679
906326,4100,4,41,410
906332,7373,7,73,737
906337,7374,7,73,737
906338,2834,2,28,283
906345,6798,6,67,679
906346,6035,6,60,603
906353,1311,1,13,131
906357,6035,6,60,603
906391,6035,6,60,603
906408,6798,6,67,679
906419,3540,3,35,354
906421,4812,4,48,481
906448,3640,3,36,364
906465,6020,6,60,602
906469,8711,8,87,871
906471,5812,5,58,581
906473,3714,3,37,371
906476,7370,7,73,737
906519,7372,7,73,737
906520,1389,1,13,138
906522,6020,6,60,602
906523,3714,3,37,371
906524,6331,6,63,633
906525,4812,4,48,481
906526,4832,4,48,483
906527,7990,7,79,799
906547,6792,6,67,679
906549,6153,6,61,615
906551,7372,7,73,737
906552,6799,6,67,679
906553,7990,7,79,799
906599,4213,4,42,421
906605,3559,3,35,355
906606,4841,4,48,484
906608,6035,6,60,603
906609,4213,4,42,421
906611,3250,3,32,325
906612,6794,6,67,679
906709,2834,2,28,283
906730,3990,3,39,399
906768,3559,3,35,355
906779,5122,5,51,512
906780,7990,7,79,799
906782,2330,2,23,233
906784,6351,6,63,635
906786,6331,6,63,633
906829,3841,3,38,384
906873,5070,5,50,507
906908,7389,7,73,738
906933,6798,6,67,679
906959,6726,6,67,672
907008,8090,8,80,809
907015,6726,6,67,672
907069,4812,4,48,481
907072,8711,8,87,871
907077,6798,6,67,679
907093,3990,3,39,399
907111,2836,2,28,283
907127,7373,7,73,737
907147,5990,5,59,599
907152,3825,3,38,382
907236,6726,6,67,672
907237,7372,7,73,737
907242,7990,7,79,799
907245,1381,1,13,138
907254,6798,6,67,679
907285,2835,2,28,283
907358,7370,7,73,737
907410,3674,3,36,367
907435,9995,9,99,999
907471,6035,6,60,603
907472,6726,6,67,672
907562,2836,2,28,283
907573,6726,6,67,672
907575,6411,6,64,641
907582,1311,1,13,131
907585,5090,5,50,509
907608,6726,6,67,672
907649,1311,1,13,131
907654,2836,2,28,283
907658,3841,3,38,384
907687,3674,3,36,367
908121,2836,2,28,283
908158,6726,6,67,672
908177,1040,1,10,104
908179,2020,2,20,202
908180,7372,7,73,737
908187,6726,6,67,672
908246,4899,4,48,489
908253,2711,2,27,271
908255,3714,3,37,371
908256,7990,7,79,799
908257,6798,6,67,679
908259,2836,2,28,283
908262,3652,3,36,365
908309,2510,2,25,251
908311,6798,6,67,679
908312,8050,8,80,805
908314,6035,6,60,603
908315,6794,6,67,679
908338,5040,5,50,504
908440,7372,7,73,737
908475,6035,6,60,603
908486,6035,6,60,603
908489,6035,6,60,603
908516,8000,8,80,800
908517,3661,3,36,366
908520,6331,6,63,633
908526,4812,4,48,481
908598,1520,1,15,152
908605,3576,3,35,357
908612,4832,4,48,483
908613,5734,5,57,573
908652,5812,5,58,581
908663,4832,4,48,483
908732,2911,2,29,291
908754,6794,6,67,679
908785,6726,6,67,672
908797,1311,1,13,131
908837,6020,6,60,602
908844,6020,6,60,602
908937,4832,4,48,483
908985,3674,3,36,367
908993,6726,6,67,672
909037,2810,2,28,281
909108,6282,6,62,628
909109,6331,6,63,633
909111,6798,6,67,679
909112,6726,6,67,672
909171,8711,8,87,871
909183,3674,3,36,367
909226,6726,6,67,672
909239,6726,6,67,672
909276,7372,7,73,737
909278,2670,2,26,267
909281,4922,4,49,492
909283,6798,6,67,679
909298,6798,6,67,679
909326,3559,3,35,355
909333,2086,2,20,208
909388,1600,1,16,160
909483,5812,5,58,581
909494,7370,7,73,737
909624,7370,7,73,737
909678,3651,3,36,365
909687,2750,2,27,275
909722,3845,3,38,384
909724,5990,5,59,599
909725,7011,7,70,701
909726,3312,3,33,331
909736,7372,7,73,737
909739,6153,6,61,615
909752,5990,5,59,599
909753,7990,7,79,799
909791,3559,3,35,355
909793,7372,7,73,737
909815,6331,6,63,633
909832,5399,5,53,539
909950,4213,4,42,421
909955,3669,3,36,366
909963,3490,3,34,349
909990,5411,5,54,541
909992,9995,9,99,999
910032,3661,3,36,366
910057,2836,2,28,283
910058,3510,3,35,351
910067,6726,6,67,672
910068,6726,6,67,672
910071,3270,3,32,327
910072,3949,3,39,394
910073,6036,6,60,603
910079,6798,6,67,679
910108,6798,6,67,679
910109,8000,8,80,800
910110,6331,6,63,633
910111,5171,5,51,517
910168,2844,2,28,284
910207,6020,6,60,602
910267,2834,2,28,283
910319,2300,2,23,230
910320,3577,3,35,357
910322,6035,6,60,603
910329,2090,2,20,209
910338,7372,7,73,737
910347,6726,6,67,672
910350,3640,3,36,364
910391,7370,7,73,737
910394,3312,3,33,331
910406,2000,2,20,200
910408,8000,8,80,800
910468,5700,5,57,570
910492,6035,6,60,603
910521,3100,3,31,310
910522,6036,6,60,603
910523,3826,3,38,382
910524,6726,6,67,672
910558,5812,5,58,581
910562,6311,6,63,631
910566,3580,3,35,358
910568,3060,3,30,306
910606,6798,6,67,679
910612,6798,6,67,679
910614,4522,4,45,452
910616,7372,7,73,737
910617,3089,3,30,308
910619,3711,3,37,371
910620,5211,5,52,521
910631,2086,2,20,208
910638,3559,3,35,355
910641,3577,3,35,357
910646,2013,2,20,201
910648,6321,6,63,632
910654,6794,6,67,679
910655,3716,3,37,371
910659,1311,1,13,131
910671,6726,6,67,672
910675,6798,6,67,679
910679,6036,6,60,603
910709,6351,6,63,635
910721,5621,5,56,562
910723,5311,5,53,531
910846,6798,6,67,679
911002,4899,4,48,489
911004,5944,5,59,594
911012,8071,8,80,807
911033,6035,6,60,603
911109,7359,7,73,735
911115,3320,3,33,332
911147,7990,7,79,799
911148,6552,6,65,655
911149,3825,3,38,382
911151,7310,7,73,731
911167,3672,3,36,367
911177,4953,4,49,495
911215,6798,6,67,679
911216,2836,2,28,283
911220,5810,5,58,581
911308,6726,6,67,672
911310,6726,6,67,672
911323,2750,2,27,275
911326,2836,2,28,283
911359,1311,1,13,131
911360,2086,2,20,208
911364,7373,7,73,737
911374,6726,6,67,672
911421,6331,6,63,633
911434,7011,7,70,701
911441,3714,3,37,371
911502,6035,6,60,603
911505,3790,3,37,379
911522,4813,4,48,481
911535,4922,4,49,492
911536,6798,6,67,679
911561,3634,3,36,363
911565,3640,3,36,364
911570,7510,7,75,751
911576,6331,6,63,633
911577,7372,7,73,737
911583,3931,3,39,393
911601,5812,5,58,581
911623,5211,5,52,521
911625,7370,7,73,737
911626,5731,5,57,573
911628,6331,6,63,633
911631,6351,6,63,635
911632,1600,1,16,160
911635,6798,6,67,679
911636,3060,3,30,306
911638,6726,6,67,672
911645,6798,6,67,679
911646,6035,6,60,603
911649,5190,5,51,519
911650,7370,7,73,737
911671,2890,2,28,289
911673,8700,8,87,870
911684,3841,3,38,384
911707,2711,2,27,271
911708,6798,6,67,679
911760,7990,7,79,799
911787,3540,3,35,354
911801,2650,2,26,265
911875,7310,7,73,731
911876,3620,3,36,362
911886,2050,2,20,205
911934,7370,7,73,737
911935,6036,6,60,603
911953,8090,8,80,809
911971,4412,4,44,441
911987,1311,1,13,131
912022,6726,6,67,672
912023,6726,6,67,672
912025,6798,6,67,679
912027,7996,7,79,799
912030,6792,6,67,679
912034,3080,3,30,308
912045,6798,6,67,679
912047,6331,6,63,633
912048,6020,6,60,602
912061,5122,5,51,512
912081,8000,8,80,800
912083,4899,4,48,489
912084,6798,6,67,679
912086,2836,2,28,283
912088,3851,3,38,385
912090,3669,3,36,366
912091,4812,4,48,481
912093,3576,3,35,357
912116,6798,6,67,679
912145,7990,7,79,799
912146,7363,7,73,736
912147,6726,6,67,672
912151,5084,5,50,508
912152,7372,7,73,737
912153,1531,1,15,153
912154,6311,6,63,631
912156,9995,9,99,999
912183,2834,2,28,283
912219,6035,6,60,603
912240,6798,6,67,679
912241,9995,9,99,999
912242,6798,6,67,679
912243,6036,6,60,603
912244,6035,6,60,603
912261,6036,6,60,603
912262,5940,5,59,594
912263,5621,5,56,562
912264,1311,1,13,131
912275,4100,4,41,410
912287,5812,5,58,581
912295,7830,7,78,783
912365,9995,9,99,999
912393,6798,6,67,679
912399,6020,6,60,602
912428,6035,6,60,603
912430,6036,6,60,603
912463,2330,2,23,233
912464,3743,3,37,374
912465,6035,6,60,603
912491,6726,6,67,672
912500,1040,1,10,104
912505,4911,4,49,491
912513,2890,2,28,289
912544,2835,2,28,283
912548,7372,7,73,737
912558,6331,6,63,633
912562,3310,3,33,331
912567,6035,6,60,603
912592,3949,3,39,394
912593,6798,6,67,679
912595,6798,6,67,679
912597,6798,6,67,679
912599,3312,3,33,331
912600,3334,3,33,333
912601,3577,3,35,357
912603,5093,5,50,509
912607,3669,3,36,366
912609,5140,5,51,514
912610,6035,6,60,603
912612,6726,6,67,672
912615,5651,5,56,565
912623,6035,6,60,603
912643,3571,3,35,357
912728,4210,4,42,421
912729,6726,6,67,672
912734,6726,6,67,672
912737,6159,6,61,615
912738,6035,6,60,603
912750,1311,1,13,131
912752,4833,4,48,483
912764,6036,6,60,603
912766,8200,8,82,820
912767,2421,2,24,242
912833,5500,5,55,550
912836,6036,6,60,603
912842,3559,3,35,355
912844,6797,6,67,679
912875,1040,1,10,104
912888,7372,7,73,737
912890,7370,7,73,737
912892,4888,4,48,488
912893,6798,6,67,679
912894,3949,3,39,394
912898,6798,6,67,679
912899,1381,1,13,138
912905,6035,6,60,603
912908,3086,3,30,308
